1049, 336
983, 288
769, 451
722, 423
681, 436
672, 506
685, 543
723, 511
790, 554
785, 509
826, 504
870, 559
826, 586
817, 630
757, 635
763, 591
720, 601
670, 590
687, 635
649, 631
622, 596
597, 567
642, 538
613, 501
627, 465
585, 466
558, 500
548, 534
548, 588
494, 536
463, 584
508, 624
457, 649
415, 615
384, 641
365, 685
415, 695
415, 744
459, 752
439, 784
391, 807
430, 830
421, 865
467, 891
498, 927
530, 947
564, 919
616, 921
563, 865
608, 861
625, 812
676, 823
661, 773
617, 741
645, 696
697, 681
697, 737
742, 714
785, 681
829, 698
856, 667
895, 666
888, 606
927, 640
952, 600
982, 636
1008, 668
960, 689
1000, 718
1042, 786
1121, 809
1078, 757
1109, 705
1054, 702
1054, 650
1095, 620
799, 745
