590, 1167
679, 1074
884, 1101
868, 969
884, 891
853, 855
885, 810
901, 850
952, 840
971, 769
1023, 771
1061, 739
1085, 684
1077, 639
1036, 653
1032, 596
987, 610
976, 556
921, 585
887, 551
890, 512
833, 485
781, 572
773, 520
700, 489
648, 491
667, 449
619, 413
678, 402
773, 408
833, 401
810, 345
767, 357
724, 335
683, 336
633, 293
616, 347
550, 351
500, 349
518, 405
524, 453
572, 424
592, 464
598, 522
538, 512
520, 566
489, 609
579, 584
644, 578
698, 570
716, 662
767, 648
804, 613
837, 640
879, 613
899, 657
945, 687
976, 661
1014, 709
973, 722
926, 718
922, 759
865, 754
874, 710
836, 707
780, 706
792, 762
811, 848
