559, 1051
559, 978
552, 901
503, 860
436, 872
466, 832
438, 776
487, 761
456, 713
411, 720
410, 675
409, 622
456, 603
461, 555
512, 569
541, 607
560, 564
546, 524
600, 574
606, 621
649, 626
635, 670
681, 704
692, 655
724, 598
734, 565
678, 577
635, 536
678, 514
714, 479
748, 494
791, 535
788, 491
839, 460
916, 482
930, 525
852, 599
890, 611
929, 623
957, 641
1005, 605
1052, 570
1067, 623
1105, 648
1081, 688
1118, 713
1092, 741
1116, 791
1054, 783
1038, 714
952, 698
917, 663
872, 683
816, 639
787, 604
766, 641
787, 672
823, 705
841, 760
772, 771
783, 734
735, 701
708, 741
707, 797
659, 759
613, 763
600, 713
560, 704
579, 661
535, 656
489, 671
518, 711
530, 752
559, 805
624, 858
589, 888
611, 924
987, 726
1033, 538
