407, 502
465, 515
441, 562
469, 605
530, 637
559, 600
521, 585
534, 548
590, 533
579, 494
619, 438
659, 460
632, 531
671, 530
695, 568
624, 599
595, 631
613, 679
647, 657
650, 709
686, 695
711, 727
742, 762
766, 714
744, 679
711, 648
735, 607
788, 643
809, 704
848, 666
899, 651
927, 683
940, 722
881, 720
897, 789
947, 810
986, 812
973, 871
917, 855
865, 877
910, 923
831, 966
820, 1211
787, 1042
789, 957
821, 925
778, 912
737, 874
815, 862
794, 835
828, 815
857, 781
825, 754
793, 773
760, 802
724, 823
690, 796
629, 773
589, 732
536, 694
503, 727
472, 686
415, 661
357, 702
340, 764
342, 826
323, 881
291, 860
283, 815
297, 772
307, 715
290, 653
341, 651
370, 622
408, 590
384, 542
