912, 443
907, 558
870, 571
818, 624
776, 619
766, 578
734, 607
689, 606
709, 648
746, 681
779, 715
787, 659
831, 679
880, 688
886, 639
929, 645
916, 598
969, 581
982, 637
998, 679
1043, 683
1083, 660
1077, 756
1014, 782
1020, 739
977, 730
964, 768
918, 775
929, 724
891, 731
847, 729
810, 768
863, 807
870, 872
829, 850
784, 829
743, 874
702, 975
660, 1014
647, 948
665, 891
609, 886
534, 873
571, 849
613, 832
676, 835
682, 779
723, 804
756, 767
718, 735
667, 700
653, 742
618, 773
565, 763
575, 706
556, 672
576, 630
642, 630
625, 579
578, 535
529, 540
568, 588
519, 631
488, 593
454, 572
476, 527
449, 492
476, 469
429, 452
434, 357
519, 399
539, 458
589, 449
619, 499
649, 456
672, 500
701, 541
728, 496
769, 535
816, 521
823, 474
853, 500
775, 479
711, 916
