474, 1102
606, 944
655, 939
694, 899
670, 863
697, 829
726, 797
750, 827
753, 871
782, 908
731, 939
693, 988
751, 981
791, 994
823, 1056
805, 1112
909, 1174
925, 1133
959, 1161
993, 1183
1011, 1142
1091, 806
1130, 782
1107, 724
1135, 683
1177, 649
1082, 692
1058, 659
1041, 621
930, 552
940, 500
897, 487
860, 510
822, 530
782, 544
745, 584
697, 537
728, 518
759, 478
810, 470
752, 422
729, 382
702, 318
665, 302
595, 249
535, 310
588, 308
605, 351
652, 367
635, 431
679, 441
710, 427
710, 482
653, 515
629, 562
570, 573
577, 615
528, 636
514, 590
479, 645
450, 607
405, 626
317, 682
387, 683
468, 701
505, 704
537, 733
552, 678
599, 663
640, 658
628, 616
673, 607
702, 626
684, 670
708, 733
664, 754
644, 712
607, 726
606, 763
635, 804
594, 827
624, 881
562, 875
854, 1101
