500, 576
452, 617
418, 597
376, 626
411, 646
435, 695
473, 733
495, 765
520, 802
541, 851
544, 914
530, 954
486, 973
485, 1047
521, 1000
565, 944
611, 960
671, 970
701, 925
732, 955
729, 905
746, 867
785, 863
794, 915
820, 956
851, 979
874, 1031
916, 1080
940, 1043
954, 996
900, 1004
886, 955
860, 919
841, 878
880, 876
915, 907
926, 854
885, 819
814, 824
808, 778
838, 737
898, 752
940, 715
959, 669
1000, 672
1028, 634
988, 623
984, 584
916, 645
904, 686
872, 660
837, 656
816, 701
776, 681
764, 732
721, 767
759, 784
738, 823
694, 801
649, 817
677, 855
661, 899
610, 912
625, 866
601, 833
577, 793
596, 746
633, 765
673, 750
679, 707
637, 699
587, 705
551, 727
538, 682
541, 628
584, 610
625, 637
682, 639
736, 635
661, 595
659, 382
643, 328
1111, 588
