343, 596
517, 535
556, 503
515, 491
534, 452
522, 390
613, 442
594, 499
635, 519
660, 549
678, 496
729, 477
775, 507
866, 463
868, 508
832, 540
870, 561
905, 587
941, 560
996, 550
924, 680
872, 697
830, 673
876, 632
828, 582
795, 592
768, 619
750, 583
721, 547
699, 592
707, 637
710, 692
732, 742
763, 693
796, 715
779, 755
759, 806
715, 866
753, 910
771, 865
810, 820
852, 802
857, 746
924, 800
891, 835
848, 858
900, 894
875, 924
823, 920
847, 996
779, 977
765, 1021
829, 1074
832, 1133
776, 1087
708, 1145
723, 1078
726, 1032
677, 1012
642, 1041
665, 1083
618, 1090
563, 1108
596, 1060
587, 1019
549, 998
550, 947
585, 973
635, 983
639, 940
598, 934
614, 894
567, 901
537, 778
639, 825
698, 821
691, 782
669, 744
630, 722
589, 698
574, 666
643, 658
661, 623
625, 586
578, 576
585, 616
540, 632
504, 601
459, 606
406, 605
579, 1151
946, 630
